hugo	pfam_coord
CCDC164	{'NYD-SP28': [98, 201], 'NYD-SP28_assoc': [660, 719]}
GPRASP1	{'Arm_2': [1142, 1391]}
ST3GAL3	{'Glyco_transf_29': [103, 374]}
ST3GAL2	{'Glyco_transf_29': [90, 350]}
ST3GAL1	{'Glyco_transf_29': [79, 340]}
ST3GAL6	{'Glyco_transf_29': [60, 331]}
ST3GAL5	{'Glyco_transf_29': [136, 413]}
ST3GAL4	{'Glyco_transf_29': [68, 333]}
NINJ1	{'Ninjurin': [37, 140]}
NINJ2	{'Ninjurin': [23, 126]}
RARG	{'zf-C4': [88, 157], 'Hormone_recep': [222, 411]}
GALNS	{'Sulfatase_C': [378, 510], 'Sulfatase': [31, 355]}
ATXN3L	{'Josephin': [8, 168], 'UIM': [223, 240, '//', 241, 258]}
NEK2	{'Pkinase': [8, 271]}
EIF3A	{'PCI': [365, 495]}
OR1C1	{'7tm_4': [139, 283]}
IL6R	{'IL6Ra-bind': [113, 213]}
NBPF6	{'DUF1220': [332, 399, '//', 182, 245, '//', 406, 474]}
FABP2	{'Lipocalin': [4, 132]}
C16orf72	{'DUF4588': [25, 275]}
TJAP1	{'Pilt': [266, 556]}
SLC16A9	{'MFS_1': [13, 424, '//', 305, 503]}
SLC16A8	{'MFS_1': [20, 329]}
CYP7B1	{'p450': [46, 500]}
MAGEA10	{'MAGE_N': [55, 120, '//', 3, 61], 'MAGE': [141, 311]}
ZNF324B	{'KRAB': [1, 41], 'zf-H2C2_2': [271, 296, '//', 299, 324, '//', 327, 352, '//', 467, 492, '//', 383, 408, '//', 411, 436, '//', 439, 464]}
SLC16A1	{'MFS_1': [22, 406, '//', 332, 484]}
SLC16A5	{'MFS_1': [13, 300, '//', 236, 490]}
PRDM4	{'zf-C2H2': [730, 752], 'zf-H2C2_2': [632, 657, '//', 660, 683, '//', 688, 713]}
SLC16A7	{'MFS_1': [21, 390]}
SLC16A6	{'MFS_1': [31, 437]}
ARHGAP30	{'RhoGAP': [34, 186]}
ARHGAP31	{'RhoGAP': [35, 187]}
ARHGAP32	{'SH3_9': [266, 317], 'PX': [132, 226], 'RhoGAP': [386, 538]}
ARHGAP33	{'SH3_9': [193, 244], 'RhoGAP': [329, 480]}
ARHGAP35	{'Ras': [154, 249], 'FF': [487, 547], 'RhoGAP': [1262, 1414]}
ARHGAP36	{'RhoGAP': [236, 396]}
BCKDHA	{'E1_dh': [106, 406]}
WIPF3	{'WH2': [42, 69]}
ARHGAP39	{'WW': [65, 95], 'RhoGAP': [909, 1054], 'MyTH4': [761, 879]}
WIPF1	{'WH2': [29, 55]}
CMKLR1	{'7tm_1': [57, 316]}
MON1A	{'Mon1': [145, 555]}
DYNLL1	{'Dynein_light': [1, 89]}
LYVE1	{'Xlink': [40, 129]}
HECTD3	{'APC10': [238, 394], 'HECT': [551, 851]}
PRDM5	{'zf-C2H2_jaz': [375, 399], 'zf-C2H2': [603, 625, '//', 199, 221, '//', 262, 287], 'zf-met': [234, 254, '//', 295, 317], 'zf-C2H2_4': [167, 190], 'zf-H2C2_2': [503, 528, '//', 531, 556, '//', 559, 583, '//', 334, 359, '//', 475, 500, '//', 418, 443, '//', 446, 472]}
UQCRQ	{'UcrQ': [2, 81]}
RBM4B	{'RRM_1': [4, 66, '//', 80, 142], 'zf-CCHC': [160, 177]}
UQCRH	{'UCR_hinge': [27, 91]}
ZNF805	{'zf-C2H2_6': [398, 419], 'KRAB': [13, 53], 'zf-H2C2_2': [413, 438, '//', 497, 520, '//', 525, 550, '//', 469, 494, '//', 273, 298, '//', 357, 380, '//', 217, 242, '//', 443, 466, '//', 245, 270, '//', 302, 325, '//', 329, 354]}
UQCRB	{'UCR_14kD': [4, 107]}
CACNA1H	{'Ion_trans': [138, 418, '//', 1330, 1554, '//', 1651, 1859, '//', 827, 1014]}
CACNA1I	{'Ion_trans': [117, 397, '//', 1206, 1430, '//', 1521, 1729, '//', 674, 861]}
CACNA1D	{'Ca_chan_IQ': [1598, 1632], 'Ion_trans': [1239, 1463, '//', 163, 405, '//', 921, 1151, '//', 557, 751]}
CACNA1F	{'Ca_chan_IQ': [1575, 1609], 'Ion_trans': [1224, 1440, '//', 129, 371, '//', 906, 1136, '//', 563, 757]}
LAMA2	{'Laminin_II': [2037, 2173], 'Laminin_B': [1234, 1378, '//', 583, 722], 'Laminin_EGF': [918, 964, '//', 865, 915, '//', 967, 1012, '//', 757, 804, '//', 1060, 1108, '//', 1420, 1466, '//', 1014, 1057, '//', 1106, 1163, '//', 414, 468, '//', 807, 862, '//', 1527, 1578, '//', 469, 515, '//', 1469, 1524, '//', 1376, 1408, '//', 344, 411, '//', 719, 749, '//', 287, 341], 'Laminin_N': [39, 285], 'Laminin_I': [1588, 1853], 'Laminin_G_2': [2968, 3096], 'Laminin_G_1': [2793, 2921, '//', 2368, 2507, '//', 2554, 2695, '//', 2174, 2314]}
LYPLA1	{'Abhydrolase_2': [8, 226]}
TMEM178B	{'Claudin_2': [16, 271]}
TMEM178A	{'Claudin_2': [16, 277]}
SYCP1	{'SCP-1': [28, 792]}
LYPLA2	{'Abhydrolase_2': [11, 228]}
FCAR	{'Ig_2': [125, 215, '//', 28, 119]}
FLCN	{'Folliculin': [103, 267]}
BMP8A	{'TGF_beta': [298, 402], 'TGFb_propeptide': [26, 251]}
BMP8B	{'TGF_beta': [298, 402], 'TGFb_propeptide': [26, 251]}
PRDM7	{'SSXRD': [170, 202], 'KRAB': [27, 65]}
BGLAP	{'Gla': [57, 98]}
ILF2	{'DZF': [104, 338]}
SLC15A2	{'PTR2': [111, 494]}
SLC15A1	{'PTR2': [81, 475]}
CTAG2	{'Pcc1': [88, 143]}
SLC15A4	{'PTR2': [103, 496]}
CARHSP1	{'CSD': [63, 129]}
RBM41	{'RRM_1': [311, 381]}
RBM44	{'RRM_1': [832, 897]}
RBM45	{'RRM_1': [31, 96, '//', 113, 186], 'RRM_5': [409, 462]}
CDY1B	{'Chromo': [6, 57], 'ECH': [287, 535]}
RBM47	{'RRM_1': [73, 141, '//', 248, 312, '//', 153, 220]}
RBM48	{'RRM_5': [62, 122]}
NPY1R	{'7tm_1': [57, 320]}
PQBP1	{'WW': [48, 78]}
TTC14	{'TPR_11': [305, 372]}
OAT	{'Aminotran_3': [61, 384]}
TTC13	{'TPR_16': [321, 385], 'TPR_1': [317, 350], 'TPR_11': [248, 315]}
TTC12	{'TPR_2': [174, 207], 'TPR_11': [104, 171]}
TTC19	{'TPR_2': [318, 349], 'TPR_12': [233, 311], 'Apc5': [81, 147]}
TTC18	{'TPR_8': [929, 963], 'TPR_9': [645, 722], 'TPR_11': [962, 1031]}
PRDM1	{'SET': [99, 201], 'zf-H2C2_2': [645, 670, '//', 589, 614, '//', 617, 642]}
HAAO	{'3-HAO': [1, 149]}
C4orf21	{'AAA_12': [677, 863], 'AAA_11': [436, 669], 'zf-GRF': [169, 213]}
CNOT1	{'DUF3819': [1386, 1535], 'Not1': [1996, 2359]}
RRAS2	{'Ras': [8, 177]}
SLC31A1	{'Ctr': [43, 175]}
SLC31A2	{'Ctr': [1, 136]}
HTR6	{'7tm_1': [43, 320]}
ZFP92	{'zf-C2H2': [236, 258], 'KRAB': [14, 54], 'zf-H2C2_2': [194, 219, '//', 334, 359, '//', 250, 275, '//', 166, 191, '//', 307, 330]}
ZFP91	{'zf-C2H2': [430, 453], 'zf-H2C2_2': [386, 411]}
PDIK1L	{'Pkinase': [8, 328]}
RICTOR	{'RICTOR_N': [57, 439], 'RasGEF_N_2': [743, 857], 'RICTOR_phospho': [1084, 1190], 'RICTOR_M': [523, 742], 'RICTOR_V': [920, 992]}
PRSS50	{'Trypsin': [115, 353]}
PPM1G	{'PP2C': [264, 492, '//', 25, 120]}
THEM6	{'4HBT_2': [54, 185]}
PPM1E	{'PP2C': [239, 490]}
PPM1D	{'PP2C': [65, 368]}
ABCF3	{'ABC_tran': [193, 356, '//', 508, 639], 'ABC_tran_2': [395, 480]}
ABCF1	{'ABC_tran': [641, 771, '//', 319, 480], 'ABC_tran_2': [519, 608]}
EGR2	{'DUF3446': [94, 184], 'zf-H2C2_2': [384, 409, '//', 356, 381]}
EGR3	{'DUF3446': [87, 156], 'zf-H2C2_2': [319, 344, '//', 291, 316]}
EGR1	{'zf-C2H2': [396, 418], 'DUF3432': [454, 530, '//', 419, 467], 'DUF3446': [135, 219], 'zf-H2C2_2': [354, 379]}
PPM1K	{'PP2C': [96, 339]}
PPM1J	{'PP2C': [208, 315, '//', 352, 469]}
EGR4	{'zf-H2C2_2': [424, 449, '//', 396, 421]}
PPM1H	{'PP2C': [361, 480, '//', 221, 323]}
SYF2	{'SYF2': [89, 238]}
PJA1	{'zf-RING_2': [593, 636]}
S100A16	{'EF-hand_7': [30, 83]}
LMO2	{'LIM': [94, 152, '//', 30, 88]}
UPF3B	{'Smg4_UPF3': [43, 214]}
PRKAB2	{'AMPKBI': [155, 272]}
PRKAB1	{'AMPKBI': [149, 270]}
SIKE1	{'DUF837': [1, 189]}
MS4A2	{'CD20': [60, 204]}
LIN28B	{'CSD': [30, 102], 'zf-CCHC': [127, 143]}
PAX5	{'PAX': [16, 140], 'Pax2_C': [276, 390]}
PAX4	{'PAX': [5, 129], 'Homeobox': [171, 227]}
PTPN9	{'CRAL_TRIO': [89, 238], 'CRAL_TRIO_N': [20, 68], 'Y_phosphatase': [327, 573]}
PAX6	{'PAX': [4, 128], 'Homeobox': [211, 267]}
PAX1	{'PAX': [98, 222]}
PAX3	{'PAX': [34, 159], 'Pax7': [346, 391], 'Homeobox': [220, 276]}
PAX2	{'PAX': [16, 140], 'Pax2_C': [301, 416]}
PCDHA10	{'Cadherin': [246, 340, '//', 354, 445, '//', 459, 555, '//', 581, 669], 'Cadherin_2': [28, 111]}
PCDHA11	{'Cadherin': [247, 340, '//', 459, 555, '//', 580, 669, '//', 354, 445, '//', 139, 233], 'Cadherin_2': [29, 112]}
PCDHA12	{'Cadherin': [247, 341, '//', 460, 556, '//', 355, 446, '//', 579, 670, '//', 138, 233], 'Cadherin_2': [29, 112]}
PAX9	{'PAX': [4, 128]}
PAX8	{'PAX': [9, 133], 'Pax2_C': [334, 449]}
PTPN4	{'PDZ': [517, 602], 'Y_phosphatase': [679, 910], 'FERM_C': [226, 316], 'FA': [322, 367], 'FERM_N': [33, 111], 'FERM_M': [113, 222]}
GINS2	{'Sld5': [42, 153]}
UPF3A	{'Smg4_UPF3': [61, 228]}
PROK1	{'Prokineticin': [1, 97]}
GINS4	{'Sld5': [22, 127]}
PROK2	{'Prokineticin': [1, 126]}
RNF145	{'zf-RING_2': [535, 575], 'TRC8_N': [7, 506]}
BARHL1	{'Homeobox': [179, 235]}
NNMT	{'NNMT_PNMT_TEMT': [1, 259]}
LRCH1	{'LRR_8': [166, 223, '//', 103, 155, '//', 211, 268], 'CH': [569, 690]}
LRCH2	{'LRR_8': [179, 237, '//', 117, 169, '//', 225, 282], 'CH': [635, 754]}
LRCH3	{'LRR_8': [151, 208, '//', 196, 253], 'LRR_1': [129, 150], 'CH': [655, 766]}
MBD3L1	{'MBD_C': [78, 172]}
MBD3L2	{'MBD_C': [100, 193]}
RNF146	{'WWE': [98, 168], 'zf-C3HC4': [37, 74]}
MBD3L4	{'MBD_C': [100, 193]}
MBD3L5	{'MBD_C': [100, 193]}
GCM2	{'GCM': [34, 174]}
PTDSS1	{'PSS': [96, 374]}
PTDSS2	{'PSS': [120, 402]}
AGBL4	{'Peptidase_M14': [174, 425]}
AGBL3	{'Peptidase_M14': [308, 561]}
AGBL1	{'Peptidase_M14': [699, 966]}
ZNF502	{'zf-C2H2': [183, 205], 'zf-H2C2_2': [450, 474, '//', 365, 390, '//', 169, 194, '//', 309, 334, '//', 394, 418, '//', 337, 360, '//', 422, 446, '//', 253, 278, '//', 505, 530, '//', 226, 250, '//', 477, 502, '//', 281, 306]}
MLIP	{'MLIP': [117, 372]}
C15orf38	{'UPF0552': [1, 224]}
ALG10B	{'DIE2_ALG10': [28, 427]}
ARRB2	{'Arrestin_C': [194, 349], 'Arrestin_N': [19, 175]}
ARRB1	{'Arrestin_C': [193, 356], 'Arrestin_N': [18, 174]}
CYP2S1	{'p450': [33, 492]}
ADPRH	{'ADP_ribosyl_GH': [6, 327]}
GRK1	{'RGS': [57, 174], 'Pkinase': [190, 455]}
NEK9	{'RCC1': [499, 547, '//', 444, 495, '//', 390, 441, '//', 615, 665], 'Pkinase': [52, 308]}
ADPRM	{'Metallophos': [18, 282]}
CNTD1	{'Cyclin_N': [109, 178]}
GPNMB	{'PKD': [269, 321]}
BTN3A1	{'V-set': [30, 143], 'C2-set_2': [154, 231], 'PRY': [342, 390], 'SPRY': [392, 510]}
PSMA2	{'Proteasome_A_N': [6, 28], 'Proteasome': [29, 213]}
AKAP8L	{'AKAP95': [389, 555]}
TPPP2	{'p25-alpha': [5, 169]}
PSMA5	{'Proteasome_A_N': [8, 30], 'Proteasome': [31, 220]}
PSMA8	{'Proteasome_A_N': [5, 27], 'Proteasome': [28, 219]}
DSG1	{'Cadherin': [162, 260, '//', 274, 377, '//', 54, 148], 'Cadherin_C': [626, 765]}
ZNF101	{'zf-C2H2': [169, 191, '//', 102, 124], 'KRAB': [4, 44], 'zf-H2C2_2': [239, 264, '//', 324, 349, '//', 380, 404, '//', 353, 376, '//', 296, 321, '//', 212, 233]}
C5	{'A2M_N_2': [467, 612], 'A2M_N': [125, 219], 'NTR': [1550, 1660], 'A2M_recep': [1419, 1509], 'ANATO': [698, 732], 'A2M_comp': [1051, 1302], 'A2M': [772, 859]}
KIF16B	{'Kinesin': [9, 358], 'PX': [1182, 1281], 'FHA': [478, 544]}
FBXO47	{'F-box': [43, 80]}
FBXO46	{'F-box': [472, 512]}
FBXO41	{'F-box-like': [556, 595]}
FBXO43	{'IBR': [619, 681]}
FBXO42	{'Kelch_3': [130, 182], 'Kelch_2': [231, 277], 'F-box-like': [47, 90]}
MSH4	{'MutS_V': [635, 871], 'MutS_IV': [493, 587], 'MutS_II': [155, 298], 'MutS_III': [314, 628]}
DCDC2B	{'DCX': [26, 86, '//', 146, 206]}
FBXO48	{'F-box-like': [35, 82]}
SH3BP5L	{'SH3BP5': [52, 290]}
KRTAP15-1	{'PMG': [1, 105, '//', 89, 137]}
VEPH1	{'PH': [717, 819]}
GUCD1	{'Guanylate_cyc_2': [22, 237]}
ADIG	{'Adipogenin': [1, 80]}
CS	{'Citrate_synt': [71, 449]}
RMND5A	{'zf-RING_UBOX': [336, 375], 'CLTH': [153, 297]}
RMND5B	{'zf-RING_UBOX': [338, 377], 'CLTH': [155, 299]}
NRBF2	{'DUF1875': [45, 287]}
KCNJ3	{'IRK': [47, 385]}
KCNJ2	{'IRK': [48, 380], 'IRK_N': [1, 47]}
KCNJ1	{'IRK': [43, 380]}
SFRP1	{'Fz': [58, 167], 'NTR': [200, 299]}
KCNJ6	{'IRK': [57, 396]}
SFRP4	{'Fz': [24, 137], 'NTR': [189, 289]}
KCNJ4	{'IRK': [22, 377]}
NECAB3	{'EF-hand_5': [41, 66], 'ABM': [295, 370]}
KCNJ9	{'IRK': [25, 361]}
KCNJ8	{'IRK': [37, 380]}
CTAG1A	{'Pcc1': [88, 165]}
C9orf131	{'FAM75': [177, 292]}
SFT2D3	{'Got1': [85, 202]}
AGPAT5	{'Acyltransferase': [71, 233]}
AGPAT4	{'Acyltransferase': [71, 233]}
JAGN1	{'DUF1352': [1, 183]}
CTAG1B	{'Pcc1': [88, 165]}
AGPAT1	{'Acyltransferase': [83, 211]}
COL1A1	{'COLFI': [1245, 1463], 'Collagen': [236, 295, '//', 779, 838, '//', 1076, 1138, '//', 296, 355, '//', 356, 415, '//', 835, 898, '//', 177, 238, '//', 1133, 1195, '//', 107, 163, '//', 1013, 1080, '//', 407, 476, '//', 458, 535, '//', 884, 958], 'VWC': [40, 95]}
SET	{'NAP': [42, 237]}
CYB561D2	{'Cytochrom_B561': [47, 184]}
SFT2D1	{'Got1': [32, 156]}
DPY19L2	{'Dpy19': [113, 757]}
MYOCD	{'SAP': [371, 405], 'RPEL': [106, 131]}
OR2J1	{'7tm_4': [140, 284]}
OR2J2	{'7tm_4': [140, 284]}
OR2J3	{'7tm_4': [142, 286]}
MMP14	{'Hemopexin': [415, 461, '//', 323, 366, '//', 368, 412, '//', 465, 510], 'PG_binding_1': [36, 88], 'Peptidase_M10': [118, 284], 'DUF3377': [508, 582]}
PEX19	{'Pex19': [50, 299]}
SORBS1	{'SH3_9': [1238, 1288, '//', 874, 924], 'SH3_2': [797, 850], 'Sorb': [367, 412]}
FOXO1	{'Fork_head': [127, 268]}
FOXO4	{'Fork_head': [90, 201]}
NIP7	{'UPF0113': [1, 175]}
PEX10	{'Pex2_Pex12': [18, 251], 'zf-C3HC4_2': [273, 310]}
PEX13	{'SH3_9': [279, 332], 'Peroxin-13_N': [99, 255]}
PEX12	{'Pex2_Pex12': [26, 268]}
ANGEL1	{'Exo_endo_phos': [248, 656]}
PEX16	{'Pex16': [9, 330]}
C22orf28	{'RtcB': [38, 505]}
PP2D1	{'PP2C': [263, 483]}
MANBAL	{'UPF0239': [1, 85]}
PHLPP1	{'LRR_8': [714, 772], 'LRR_1': [918, 940, '//', 692, 713, '//', 1061, 1082], 'PP2C': [1174, 1415]}
UNCX	{'Homeobox': [106, 162]}
TGIF2LX	{'Homeobox_KN': [68, 107]}
ODC1	{'Orn_Arg_deC_N': [44, 282], 'Orn_DAP_Arg_deC': [285, 408]}
ACCS	{'Aminotran_1_2': [96, 468]}
CRISPLD2	{'LCCL': [389, 488, '//', 288, 379], 'CAP': [60, 200]}
PRRC2B	{'BAT2_N': [1, 194]}
SPAG4	{'Sad1_UNC': [291, 424]}
AADAT	{'Aminotran_1_2': [43, 417]}
COG7	{'COG7': [2, 767]}
ANXA8L2	{'Annexin': [25, 90, '//', 97, 162, '//', 257, 322, '//', 181, 247]}
AADAC	{'Abhydrolase_3': [107, 277, '//', 301, 377]}
COG5	{'COG5': [66, 189]}
SLC41A1	{'MgtE': [138, 274, '//', 352, 499]}
PGA4	{'A1_Propeptide': [17, 45], 'Asp': [75, 387]}
FAM154A	{'STOP': [93, 253, '//', 1, 128, '//', 199, 336]}
VCX3B	{'VCX_VCY': [1, 143, '//', 137, 182, '//', 171, 215]}
VCX3A	{'VCX_VCY': [1, 142, '//', 141, 185]}
FAM154B	{'STOP': [8, 222, '//', 283, 375, '//', 215, 299]}
MMP17	{'Hemopexin': [385, 428, '//', 431, 477, '//', 336, 379, '//', 479, 523], 'PG_binding_1': [45, 105], 'Peptidase_M10': [132, 295]}
PPP1CC	{'Metallophos': [57, 252]}
HHIPL2	{'Folate_rec': [44, 206], 'GSDH': [216, 587]}
PPP1CA	{'Metallophos': [57, 252]}
MPPED1	{'Metallophos': [90, 288]}
C11orf21	{'DUF4620': [20, 132]}
HTR4	{'7tm_1': [36, 312]}
DCST2	{'DC_STAMP': [354, 544]}
FOXC1	{'Fork_head': [78, 173]}
COL6A1	{'Collagen': [253, 313, '//', 293, 368, '//', 500, 564, '//', 347, 419, '//', 449, 517, '//', 395, 472], 'VWA': [615, 793, '//', 829, 1016, '//', 37, 229]}
WBP1	{'WBP-1': [36, 142]}
COL6A2	{'Collagen': [409, 468, '//', 254, 317, '//', 531, 590, '//', 301, 369, '//', 352, 419], 'VWA': [615, 801, '//', 833, 1014, '//', 46, 232]}
COL6A5	{'Collagen': [1464, 1523, '//', 1393, 1448, '//', 1522, 1581, '//', 1566, 1638, '//', 1673, 1732, '//', 1424, 1494], 'VWA': [628, 798, '//', 442, 615, '//', 814, 989, '//', 30, 206, '//', 1005, 1181, '//', 236, 414, '//', 2291, 2474, '//', 1963, 2141, '//', 1758, 1917]}
COL6A6	{'Collagen': [1392, 1450, '//', 1570, 1638], 'VWA': [622, 791, '//', 436, 608, '//', 809, 982, '//', 1000, 1173, '//', 229, 407, '//', 27, 201, '//', 1965, 2144, '//', 1757, 1919]}
KLK12	{'Trypsin': [22, 241]}
KLK13	{'Trypsin': [36, 258]}
KLK10	{'Trypsin': [47, 269]}
NDUFAF4	{'UPF0240': [1, 175]}
GANAB	{'Glyco_hydro_31': [365, 810], 'Gal_mutarotas_2': [253, 324]}
KLK14	{'Trypsin': [41, 260]}
KLK15	{'Trypsin': [22, 249]}
FAM71D	{'DUF3699': [111, 187]}
FAM71C	{'DUF3699': [110, 186]}
FAM71A	{'DUF3699': [111, 187]}
GPR20	{'7tm_1': [70, 297]}
OGG1	{'HhH-GPD': [142, 300], 'OGG_N': [25, 141]}
C4orf50	{'DUF4527': [1, 273]}
PI3	{'Cementoin': [31, 47, '//', 55, 71], 'WAP': [72, 116]}
ALLC	{'Allantoicase': [28, 200, '//', 223, 384]}
BCO2	{'RPE65': [56, 579]}
VSIG10	{'I-set': [316, 405], 'V-set': [21, 121], 'Ig_2': [133, 219, '//', 225, 309]}
GHRL	{'Motilin_assoc': [56, 117], 'Motilin_ghrelin': [24, 51]}
C12orf44	{'DUF1649': [8, 174]}
SLC34A1	{'Na_Pi_cotrans': [113, 256, '//', 365, 505]}
SLC34A3	{'Na_Pi_cotrans': [85, 230, '//', 338, 477]}
OR2AE1	{'7tm_4': [139, 282]}
PPP1R16A	{'Ank_2': [195, 295, '//', 75, 167]}
PPP1R16B	{'Ank_2': [25, 164], 'Ank': [261, 293, '//', 228, 260]}
GPR25	{'7tm_1': [56, 307]}
PLLP	{'MARVEL': [32, 160]}
BLNK	{'SH2': [346, 429]}
TOPAZ1	{'Asp_Glu_race_2': [1230, 1463]}
C16orf45	{'DUF3585': [4, 150]}
USH1C	{'PDZ': [211, 290, '//', 87, 165, '//', 452, 537]}
KIAA1841	{'DUF3342': [147, 449]}
UBR2	{'zf-UBR': [97, 167], 'ClpS': [221, 302]}
UBR1	{'zf-UBR': [97, 167], 'ClpS': [220, 302]}
UBR7	{'zf-UBR': [44, 115]}
HSDL1	{'adh_short': [68, 237]}
HSDL2	{'SCP2': [310, 412], 'adh_short': [11, 187]}
KCNMB4	{'CaKB': [2, 204]}
SOCS5	{'SH2': [381, 459], 'SOCS': [144, 198], 'SOCS_box': [481, 518]}
SOCS4	{'SH2': [286, 364], 'SOCS': [57, 112], 'SOCS_box': [386, 423]}
SOCS7	{'SH2': [400, 471], 'SOCS_box': [515, 551]}
SOCS6	{'SH2': [384, 460], 'SOCS_box': [497, 534]}
SOCS1	{'SH2': [79, 154], 'SOCS_box': [171, 208]}
SRPR	{'SRP-alpha_N': [26, 303], 'SRP54': [418, 637], 'SRP54_N': [317, 393]}
SOCS3	{'SH2': [46, 127], 'SOCS_box': [186, 222]}
SOCS2	{'SH2': [48, 129], 'SOCS_box': [160, 195]}
PPP2CA	{'Metallophos': [50, 245]}
PACSIN1	{'FCH': [17, 105], 'SH3_9': [392, 442]}
PPP2CB	{'Metallophos': [50, 245]}
CCNY	{'Cyclin_N': [143, 265]}
SRPX	{'HYR': [175, 257], 'Sushi': [262, 317, '//', 115, 174, '//', 57, 120], 'DUF4174': [331, 452]}
CCNC	{'Cyclin_N': [13, 151]}
AATF	{'TRAUB': [464, 548], 'AATF-Che1': [220, 373]}
ENAM	{'Enamelin': [213, 1115]}
CCNO	{'Cyclin_C': [231, 338], 'Cyclin_N': [104, 229]}
CCNI	{'Cyclin_N': [14, 143]}
CCNJ	{'Cyclin_C': [145, 268], 'Cyclin_N': [15, 143]}
CCNK	{'Cyclin_N': [23, 156]}
TBRG4	{'FAST_1': [369, 439], 'RAP': [565, 620], 'FAST_2': [449, 536]}
RBM7	{'RRM_1': [12, 81]}
GREM1	{'DAN': [67, 184]}
NCKAP5	{'NCKAP5': [1467, 1777]}
IL1R2	{'ig': [251, 328], 'Ig_2': [133, 228, '//', 40, 125]}
LRRK1	{'Miro': [640, 760], 'Ank_2': [91, 184], 'LRR_4': [380, 422], 'LRR_8': [450, 509], 'LRR_1': [330, 351], 'Pkinase': [1243, 1520], 'LRR_7': [302, 318]}
PTH	{'Parathyroid': [29, 115]}
ABHD15	{'Abhydrolase_6': [160, 402]}
COPE	{'Coatomer_E': [15, 305]}
ABHD10	{'Abhydrolase_6': [78, 285]}
ABHD11	{'Abhydrolase_6': [69, 309]}
ABHD12	{'Abhydrolase_5': [170, 359]}
ABHD13	{'Abhydrolase_5': [116, 299]}
NGRN	{'Neugrin': [73, 291]}
CRMP1	{'Amidohydro_1': [64, 413]}
FN3K	{'Fructosamin_kin': [2, 309]}
FAM108A1	{'Abhydrolase_5': [113, 285]}
PTS	{'PTPS': [13, 145]}
MRPL10	{'Ribosomal_L10': [80, 171]}
MRPL11	{'Ribosomal_L11': [83, 155], 'Ribosomal_L11_N': [19, 78]}
MRPL12	{'Ribosomal_L12': [129, 198]}
MRPL14	{'Ribosomal_L14': [31, 145]}
MRPL17	{'Ribosomal_L17': [28, 126]}
CDC25C	{'M-inducer_phosp': [154, 272, '//', 93, 157], 'Rhodanese': [315, 422]}
MRPL19	{'Ribosomal_L19': [92, 200]}
CDC25A	{'M-inducer_phosp': [86, 329], 'Rhodanese': [369, 476]}
RNF43	{'zf-RING_2': [270, 313]}
RNF41	{'zf-C3HC4': [18, 55], 'USP8_interact': [137, 315]}
RNF40	{'zf-C3HC4': [948, 986]}
ZNF823	{'KRAB': [4, 44], 'zf-H2C2_2': [402, 426, '//', 513, 537, '//', 542, 566, '//', 178, 202, '//', 262, 287, '//', 485, 510, '//', 234, 258, '//', 209, 230, '//', 457, 482, '//', 292, 315, '//', 318, 343, '//', 430, 454, '//', 570, 594, '//', 346, 371, '//', 374, 399]}
DCUN1D2	{'Cullin_binding': [134, 248], 'UBA_4': [9, 50]}
DCUN1D3	{'Cullin_binding': [159, 278]}
DCUN1D4	{'Cullin_binding': [173, 287]}
TMPRSS15	{'Ldl_recept_a': [641, 677], 'CUB': [524, 631, '//', 225, 331], 'SEA': [54, 160], 'Trypsin': [785, 1014], 'MAM': [347, 504], 'SRCR_2': [688, 776]}
ITPR2	{'RIH_assoc': [1908, 2027], 'RYDR_ITPR': [471, 677, '//', 1181, 1355], 'MIR': [232, 432], 'Ion_trans': [2313, 2540], 'Ins145_P3_rec': [4, 229]}
ITPR3	{'RIH_assoc': [1860, 1979], 'RYDR_ITPR': [471, 677, '//', 1171, 1345], 'MIR': [233, 432], 'Ion_trans': [2288, 2516], 'Ins145_P3_rec': [3, 230]}
ITPR1	{'RIH_assoc': [1964, 2083], 'RYDR_ITPR': [472, 677, '//', 1185, 1364], 'MIR': [232, 433], 'Ion_trans': [2341, 2597], 'Ins145_P3_rec': [4, 229]}
IL1RN	{'IL1': [60, 173]}
AMPH	{'SH3_9': [629, 692], 'BAR': [13, 233]}
KDELR1	{'ER_lumen_recept': [28, 170]}
LRIG3	{'LRR_8': [386, 446, '//', 311, 371, '//', 168, 227, '//', 263, 323, '//', 215, 274], 'I-set': [603, 693, '//', 697, 784, '//', 499, 599], 'LRR_4': [121, 168]}
LRIG2	{'LRR_8': [335, 398, '//', 240, 299, '//', 386, 445, '//', 144, 194, '//', 292, 346], 'I-set': [602, 692, '//', 696, 783], 'Ig_2': [497, 598]}
LRIG1	{'LRR_8': [307, 367, '//', 188, 247, '//', 382, 442, '//', 139, 189, '//', 70, 104], 'LRRCT': [465, 490], 'I-set': [599, 689, '//', 693, 780, '//', 495, 595]}
ANKRD20A2	{'CCDC144C': [514, 807], 'Ank_5': [53, 107], 'Ank_2': [37, 130, '//', 129, 196], 'Ank': [199, 230]}
ANKRD20A3	{'CCDC144C': [514, 807], 'Ank_5': [53, 107], 'Ank_2': [37, 130, '//', 129, 196], 'Ank': [199, 230]}
ANKRD20A1	{'CCDC144C': [514, 807], 'Ank_2': [37, 130, '//', 129, 196], 'Ank': [199, 230]}
